student_id,archetype,t,true_state,state_name,concept_coverage,semantic_correctness,misconception_score,explanation_depth,response_effort,attention,confidence,difficulty
102,hardworking_struggler,9,3,Understanding,0.6769,0.7795,0.0822,0.623,0.7195,0.7336,0.516,0.4453
103,inconsistent,0,2,Struggling but Trying,0.5441,0.4908,0.215,0.5611,0.6056,0.6656,0.2102,0.6113
103,inconsistent,1,1,Unclear,0.1767,0.3966,0.2664,0.3911,0.2269,0.5051,0.3569,1.0
103,inconsistent,2,1,Unclear,0.1907,0.4185,0.5638,0.1044,0.2489,0.4692,0.2958,0.6567
103,inconsistent,3,2,Struggling but Trying,0.5904,0.3577,0.28,0.6755,0.7464,0.6727,0.2247,0.7201
103,inconsistent,4,1,Unclear,0.2705,0.2099,0.4313,0.3139,0.3728,0.6873,0.2931,0.6056
103,inconsistent,5,3,Understanding,0.6807,0.6909,0.0369,0.4072,0.6327,0.7968,0.6677,0.6059
103,inconsistent,6,4,Confident,0.9559,0.9883,0.1267,1.0,0.9721,0.9237,0.9418,0.2233
103,inconsistent,7,1,Unclear,0.2162,0.4121,0.278,0.2771,0.0674,0.724,0.3213,0.7592
104,inconsistent,0,1,Unclear,0.1258,0.5897,0.4587,0.3251,0.521,0.3481,0.3125,0.8878
104,inconsistent,1,4,Confident,0.936,0.9032,0.2469,0.61,0.9432,0.7273,0.7919,0.0911
104,inconsistent,2,3,Understanding,0.7404,0.5888,0.194,0.5704,0.5544,0.6814,0.6938,0.4139
104,inconsistent,3,3,Understanding,0.7696,0.8082,0.089,0.5247,0.7091,0.8112,0.4601,0.3342
104,inconsistent,4,2,Struggling but Trying,0.4292,0.4239,0.3707,0.3574,0.5604,0.7566,0.3772,0.5609
104,inconsistent,5,1,Unclear,0.2099,0.3107,0.3652,0.2206,0.5273,0.5635,0.2451,0.7123
104,inconsistent,6,3,Understanding,0.8215,0.64,0.1967,0.655,0.879,0.9178,0.6756,0.4159
104,inconsistent,7,1,Unclear,0.232,0.518,0.3578,0.2513,0.2948,0.3423,0.4224,0.5934
104,inconsistent,8,2,Struggling but Trying,0.3207,0.5127,0.415,0.2917,0.9922,0.7447,0.4183,0.8243
104,inconsistent,9,1,Unclear,0.2774,0.4497,0.4019,0.5113,0.4127,0.7554,0.4671,0.4653
105,inconsistent,0,3,Understanding,0.8061,0.6312,0.1826,0.6196,0.8895,0.807,0.7717,0.1687
105,inconsistent,1,4,Confident,0.9211,0.8724,0.1461,0.7561,0.7559,0.9536,0.5538,0.3266
105,inconsistent,2,1,Unclear,0.1588,0.3837,0.4727,0.4247,0.3338,0.6138,0.4628,0.6886
105,inconsistent,3,2,Struggling but Trying,0.3865,0.5838,0.2958,0.4245,0.5478,0.9081,0.3289,0.793
105,inconsistent,4,1,Unclear,0.1191,0.3455,0.3329,0.3456,0.4987,0.3272,0.4241,0.8341
105,inconsistent,5,1,Unclear,0.2363,0.3918,0.3845,0.3699,0.4174,0.3723,0.4787,0.8517
105,inconsistent,6,1,Unclear,0.1006,0.3385,0.3694,0.1626,0.3068,0.3168,0.4289,0.7216
105,inconsistent,7,2,Struggling but Trying,0.4851,0.4943,0.3516,0.503,0.6538,0.6998,0.33,0.7524
105,inconsistent,8,2,Struggling but Trying,0.4309,0.4577,0.2649,0.8509,0.6575,0.7275,0.8282,0.8047
105,inconsistent,9,2,Struggling but Trying,0.5343,0.409,0.3909,0.5247,0.6972,1.0,0.4736,0.8765
106,hardworking_struggler,0,1,Unclear,0.3709,0.3635,0.5302,0.4021,0.3754,0.5327,0.3678,0.5373
106,hardworking_struggler,1,1,Unclear,0.2721,0.3084,0.3838,0.3026,0.4428,0.5862,0.3717,0.5223
106,hardworking_struggler,2,2,Struggling but Trying,0.4358,0.4919,0.2657,0.4914,0.9353,0.9802,0.4578,0.736
106,hardworking_struggler,3,3,Understanding,0.7074,0.681,0.1538,0.5971,0.7303,0.7765,0.7284,0.3695
106,hardworking_struggler,4,1,Unclear,0.1594,0.2927,0.2971,0.1714,0.4719,0.374,0.2591,0.8632
106,hardworking_struggler,5,2,Struggling but Trying,0.4312,0.3988,0.3833,0.6516,0.8387,0.8699,0.4096,0.6818
106,hardworking_struggler,6,1,Unclear,0.379,0.4265,0.2807,0.3048,0.314,0.3533,0.3731,0.646
107,inconsistent,0,3,Understanding,0.6915,0.6125,0.1851,0.6421,0.7692,0.7262,0.5477,0.4648
107,inconsistent,1,4,Confident,0.9339,0.7563,0.1418,0.7594,0.8775,0.6541,0.7619,0.2995
107,inconsistent,2,4,Confident,1.0,0.8541,0.2338,0.7652,0.8819,0.6775,0.9046,0.0
107,inconsistent,3,4,Confident,0.9267,0.7188,0.0927,0.9088,0.6898,0.674,0.7884,0.1244
107,inconsistent,4,1,Unclear,0.2602,0.3194,0.5174,0.2137,0.517,0.3646,0.3595,0.8538
107,inconsistent,5,3,Understanding,0.658,0.7555,0.1621,0.5852,0.7739,0.9921,0.7113,0.5236
107,inconsistent,6,3,Understanding,0.5539,0.746,0.0183,0.5792,0.9594,0.7171,0.5538,0.5998
107,inconsistent,7,1,Unclear,0.2053,0.4749,0.3543,0.1126,0.4153,0.4485,0.5502,0.6212
107,inconsistent,8,3,Understanding,0.8776,0.6149,0.1007,0.6966,0.5971,0.7851,0.6208,0.4181
107,inconsistent,9,3,Understanding,0.7071,0.7164,0.0601,0.5834,0.6858,0.7442,0.5929,0.4921
108,strong,0,4,Confident,0.807,0.822,0.0,0.9955,0.7523,0.823,0.7872,0.2479
108,strong,1,4,Confident,0.863,0.7563,0.0223,0.4928,0.6146,0.9903,0.958,0.4215
108,strong,2,4,Confident,0.9473,0.8047,0.0,0.9376,0.7577,1.0,0.8025,0.5065
108,strong,3,2,Struggling but Trying,0.5836,0.6697,0.1977,0.4918,0.626,0.6401,0.4867,0.7244
108,strong,4,3,Understanding,0.7556,0.5143,0.2487,0.6081,0.7639,0.8307,0.8282,0.4364
108,strong,5,4,Confident,0.8857,0.8701,0.0,0.8177,0.7067,0.6254,0.9373,0.1767
108,strong,6,4,Confident,0.8337,0.9735,0.0459,0.8095,0.6971,0.8602,1.0,0.3342
108,strong,7,4,Confident,0.9406,0.712,0.0,0.7754,0.6629,0.6616,0.6066,0.075
108,strong,8,4,Confident,0.8731,0.7707,0.0579,0.7479,0.8809,0.779,0.9405,0.2764
108,strong,9,4,Confident,0.8709,0.7264,0.0392,0.7106,0.7958,0.6255,0.8519,0.3244
109,disengaged,0,0,Not Trying,0.2047,0.0019,0.0089,0.3865,0.0272,0.0,0.2243,0.14
109,disengaged,1,1,Unclear,0.331,0.2588,0.3029,0.4108,0.14,0.3282,0.3203,0.6022
109,disengaged,2,2,Struggling but Trying,0.3236,0.5214,0.2851,0.6159,0.774,0.8269,0.212,0.814
109,disengaged,3,1,Unclear,0.2333,0.4548,0.2781,0.4621,0.5233,0.5979,0.2225,0.4158
109,disengaged,4,0,Not Trying,0.0611,0.0755,0.2174,0.0,0.0091,0.2682,0.1552,0.4858
109,disengaged,5,1,Unclear,0.2711,0.4747,0.4634,0.3009,0.0696,0.3562,0.4492,0.4985
109,disengaged,6,0,Not Trying,0.0838,0.297,0.0425,0.0,0.0537,0.2456,0.2799,0.6364
109,disengaged,7,1,Unclear,0.262,0.3945,0.31,0.4008,0.3679,0.6025,0.3752,0.7489
109,disengaged,8,1,Unclear,0.1869,0.4724,0.4136,0.1772,0.3717,0.1914,0.2754,0.8249
109,disengaged,9,1,Unclear,0.2618,0.0484,0.3108,0.3406,0.4058,0.6251,0.3227,0.6785
110,strong,0,4,Confident,0.6952,0.7415,0.2009,0.7675,0.7764,0.7332,0.6172,0.3717
110,strong,1,4,Confident,0.8245,0.8445,0.073,0.7128,0.5294,0.6959,0.7527,0.1495
110,strong,2,3,Understanding,0.5786,0.7301,0.1358,0.7653,0.684,0.8528,0.6276,0.5065
110,strong,3,3,Understanding,0.4362,0.7378,0.1631,0.7071,0.637,0.9437,0.5902,0.5047
110,strong,4,4,Confident,1.0,0.8183,0.0,0.6202,0.9363,0.8548,0.9089,0.6552
110,strong,5,4,Confident,0.7498,0.8304,0.0,0.7525,0.7017,0.7237,0.6689,0.457
110,strong,6,4,Confident,0.8575,0.9258,0.0971,0.8331,0.8322,0.8174,0.9371,0.3479
111,inconsistent,0,2,Struggling but Trying,0.4891,0.5414,0.239,0.4531,0.7075,0.736,0.2104,0.6653
111,inconsistent,1,3,Understanding,0.8266,0.7554,0.0,0.727,0.633,0.8089,0.6482,0.425
111,inconsistent,2,3,Understanding,0.6978,0.8344,0.118,0.7803,0.8128,0.8367,0.4177,0.5952
111,inconsistent,3,4,Confident,0.9516,0.7527,0.0,1.0,0.6352,0.949,0.8654,0.1954
111,inconsistent,4,3,Understanding,0.5699,0.6986,0.0117,0.6025,0.811,0.783,0.4573,0.5607
111,inconsistent,5,3,Understanding,0.6458,0.7747,0.1033,0.5101,0.9217,0.7478,0.6394,0.3973
111,inconsistent,6,1,Unclear,0.1975,0.1955,0.2821,0.4592,0.4499,0.4668,0.5285,0.7972
111,inconsistent,7,0,Not Trying,0.0334,0.1829,0.0168,0.0505,0.097,0.0,0.2754,0.4606
111,inconsistent,8,3,Understanding,0.5156,0.6618,0.0718,0.7652,0.6948,0.9835,0.7361,0.3967
112,strong,0,3,Understanding,0.5668,0.6176,0.1656,0.7971,0.4358,0.9287,0.6318,0.2051
112,strong,1,4,Confident,0.7271,0.848,0.0434,0.876,0.6841,0.656,0.7963,0.2544
112,strong,2,4,Confident,0.8011,0.9401,0.0,0.6956,0.6849,0.9397,0.8327,0.1597
112,strong,3,4,Confident,1.0,0.871,0.1734,0.9243,0.6773,0.8035,0.6833,0.2234
112,strong,4,4,Confident,0.8397,0.775,0.0213,0.8639,0.7357,0.5576,0.753,0.0525
112,strong,5,4,Confident,0.9303,0.8757,0.0,0.8296,0.6936,0.652,0.9465,0.3563
112,strong,6,4,Confident,0.8192,0.9679,0.0006,0.8784,0.6887,0.7709,0.5352,0.2108
112,strong,7,4,Confident,0.839,1.0,0.0,0.7324,0.6414,0.7267,0.9841,0.4421
113,strong,0,3,Understanding,0.8121,0.6894,0.0,0.4932,0.7205,0.8214,0.3814,0.4082
113,strong,1,4,Confident,0.8582,0.999,0.1149,0.6699,0.7149,0.7833,0.7262,0.1239
113,strong,2,4,Confident,0.7823,0.9578,0.0064,0.7969,0.8174,0.7222,0.9238,0.0
113,strong,3,4,Confident,0.6331,0.8273,0.1354,0.8747,0.5942,0.6479,0.7605,0.2742
113,strong,4,4,Confident,0.8787,0.8811,0.0217,0.863,0.7768,0.7296,0.5983,0.2673
113,strong,5,3,Understanding,0.6422,0.7479,0.2617,0.6454,0.7665,0.5622,0.6819,0.4422
113,strong,6,4,Confident,0.826,0.8258,0.1559,0.789,0.6169,1.0,0.7098,0.2416
114,disengaged,0,0,Not Trying,0.0315,0.1265,0.0,0.308,0.0336,0.2776,0.2565,0.4539
114,disengaged,1,2,Struggling but Trying,0.295,0.4839,0.2593,0.6906,0.6064,0.725,0.2832,0.9375
114,disengaged,2,3,Understanding,0.7562,0.797,0.1054,0.4848,0.5363,0.8618,0.4861,0.501
114,disengaged,3,1,Unclear,0.2877,0.3972,0.2566,0.1829,0.4358,0.4182,0.0,0.7843
114,disengaged,4,1,Unclear,0.2967,0.4893,0.3517,0.4195,0.3685,0.7064,0.2119,0.6989
114,disengaged,5,0,Not Trying,0.031,0.2652,0.0568,0.2983,0.3147,0.2367,0.3718,0.6549
115,disengaged,0,0,Not Trying,0.0273,0.1511,0.0,0.0271,0.0,0.3193,0.4294,0.575
115,disengaged,1,0,Not Trying,0.0,0.2091,0.1629,0.1994,0.3142,0.0,0.2495,0.4035
115,disengaged,2,0,Not Trying,0.0513,0.1266,0.2028,0.0,0.0,0.0669,0.2532,0.3403
115,disengaged,3,1,Unclear,0.2335,0.2713,0.4374,0.2929,0.4775,0.4746,0.3469,0.6268
115,disengaged,4,0,Not Trying,0.1212,0.1089,0.1518,0.0,0.1511,0.1246,0.4107,0.5079
115,disengaged,5,0,Not Trying,0.0,0.0024,0.0384,0.0,0.0,0.2808,0.2995,0.4376
115,disengaged,6,2,Struggling but Trying,0.3903,0.665,0.2264,0.3913,0.8455,0.772,0.665,0.6816
115,disengaged,7,3,Understanding,0.8082,0.6479,0.0457,0.739,0.769,0.5666,0.5033,0.1203
115,disengaged,8,3,Understanding,0.6738,0.6838,0.0,0.5182,0.6426,0.6626,0.6653,0.5259
116,fast_learner,0,3,Understanding,0.617,0.5325,0.0848,0.4583,0.7018,0.6485,0.3959,0.6757
116,fast_learner,1,4,Confident,0.7162,0.9398,0.0,0.9308,0.662,0.7297,0.8948,0.3271
116,fast_learner,2,4,Confident,0.871,0.9029,0.1246,0.8241,0.7329,0.6121,0.9279,0.2555
116,fast_learner,3,4,Confident,1.0,0.7072,0.2144,0.7973,0.7881,0.7486,0.6333,0.2319
116,fast_learner,4,4,Confident,0.9476,0.8302,0.0,0.615,0.9962,0.658,1.0,0.1286
116,fast_learner,5,4,Confident,0.9425,0.768,0.2092,0.8091,0.8053,0.7652,0.9356,0.4552
116,fast_learner,6,4,Confident,1.0,0.7888,0.1264,0.8587,0.6218,0.8278,0.851,0.1391
117,hardworking_struggler,0,2,Struggling but Trying,0.441,0.4632,0.314,0.4727,1.0,0.6168,0.324,0.6843
117,hardworking_struggler,1,3,Understanding,0.568,0.7426,0.1448,0.69,0.8484,0.9081,0.5914,0.4752
117,hardworking_struggler,2,4,Confident,0.8899,0.7706,0.0314,0.5978,0.7986,0.5794,0.8693,0.0906
117,hardworking_struggler,3,3,Understanding,0.8155,0.7588,0.2349,0.8372,0.6073,0.9449,0.4595,0.547
117,hardworking_struggler,4,3,Understanding,0.607,0.7614,0.2145,0.7598,0.7258,0.7672,0.7185,0.4895
117,hardworking_struggler,5,4,Confident,0.9004,0.9343,0.0,0.7842,0.5839,0.836,1.0,0.1884
117,hardworking_struggler,6,4,Confident,0.9556,0.6432,0.0,0.8437,0.4024,0.673,0.9931,0.3804
117,hardworking_struggler,7,3,Understanding,0.7882,0.7215,0.1755,0.6121,0.7139,0.6678,0.8143,0.6478
117,hardworking_struggler,8,2,Struggling but Trying,0.4092,0.4046,0.4277,0.6153,0.7894,0.7176,0.4553,0.6089
117,hardworking_struggler,9,3,Understanding,0.8379,0.8631,0.1909,0.4842,0.7237,1.0,0.5371,0.4423
118,hardworking_struggler,0,2,Struggling but Trying,0.3767,0.401,0.4224,0.4065,0.7264,0.7915,0.5347,0.8299
118,hardworking_struggler,1,2,Struggling but Trying,0.4098,0.6215,0.7026,0.633,0.762,0.6313,0.3171,0.7222
118,hardworking_struggler,2,2,Struggling but Trying,0.4484,0.6778,0.4247,0.5309,0.605,0.9739,0.3936,0.5256
118,hardworking_struggler,3,2,Struggling but Trying,0.5526,0.2574,0.2175,0.5367,0.8381,0.733,0.2918,0.8445
118,hardworking_struggler,4,2,Struggling but Trying,0.5042,0.3888,0.1648,0.6406,0.7803,0.9199,0.3308,0.6466
118,hardworking_struggler,5,3,Understanding,0.5477,0.8251,0.2521,0.7532,0.6175,0.6439,0.6227,0.2816
119,hardworking_struggler,0,2,Struggling but Trying,0.5176,0.5454,0.451,0.6183,0.877,0.862,0.5274,0.5827
119,hardworking_struggler,1,2,Struggling but Trying,0.4461,0.4756,0.3444,0.6261,0.7971,0.777,0.3044,0.8926
119,hardworking_struggler,2,2,Struggling but Trying,0.3481,0.4806,0.1257,0.5542,0.7262,0.7253,0.606,0.5997
119,hardworking_struggler,3,2,Struggling but Trying,0.6687,0.6077,0.2968,0.4139,0.5866,0.7465,0.3107,0.6565
119,hardworking_struggler,4,2,Struggling but Trying,0.4398,0.5485,0.1762,0.4681,0.7308,0.7746,0.6387,0.7802
119,hardworking_struggler,5,1,Unclear,0.2918,0.4046,0.3375,0.1544,0.561,0.3609,0.4359,0.726
120,hardworking_struggler,0,2,Struggling but Trying,0.3941,0.6106,0.2369,0.5696,0.5948,0.6657,0.4067,0.7979
120,hardworking_struggler,1,2,Struggling but Trying,0.4997,0.4181,0.428,0.5078,0.6152,0.8099,0.2809,0.915
120,hardworking_struggler,2,2,Struggling but Trying,0.4348,0.5592,0.1995,0.3953,0.799,0.657,0.257,0.8588
120,hardworking_struggler,3,2,Struggling but Trying,0.3246,0.4381,0.2096,0.7632,0.8587,0.7453,0.4749,0.5737
120,hardworking_struggler,4,2,Struggling but Trying,0.4605,0.5452,0.2903,0.5798,0.7594,0.7787,0.3615,0.6946
120,hardworking_struggler,5,3,Understanding,0.7411,0.7198,0.0021,0.5301,0.7479,0.9413,0.6698,0.3965
120,hardworking_struggler,6,3,Understanding,0.5863,0.8309,0.1387,0.5697,0.68,0.6815,0.8205,0.4237
120,hardworking_struggler,7,3,Understanding,0.7574,0.6259,0.1394,0.6829,0.5135,0.7829,0.6441,0.4669
120,hardworking_struggler,8,3,Understanding,0.7259,0.8337,0.002,0.6089,0.78,0.8125,0.7097,0.808
121,hardworking_struggler,0,2,Struggling but Trying,0.4186,0.5712,0.3407,0.5984,0.7243,0.7514,0.3766,0.8442
121,hardworking_struggler,1,3,Understanding,0.5994,0.7762,0.0549,0.7063,0.677,0.9536,0.5957,0.4732
121,hardworking_struggler,2,4,Confident,0.7926,0.8427,0.0233,0.7383,0.6972,0.9446,0.7722,0.3236
121,hardworking_struggler,3,4,Confident,0.7403,0.9019,0.0,0.8754,0.6891,0.8011,0.6817,0.2659
121,hardworking_struggler,4,4,Confident,0.7993,0.7893,0.0955,0.8576,0.4579,1.0,0.9187,0.3406
122,strong,0,4,Confident,0.8235,0.9044,0.0281,0.8286,0.657,0.9124,0.6955,0.5419
122,strong,1,3,Understanding,0.8633,0.8275,0.1115,0.79,0.6885,0.548,0.8454,0.5967
122,strong,2,4,Confident,0.7575,0.7914,0.0,0.9134,0.5576,0.8373,0.7403,0.0645
122,strong,3,4,Confident,0.8466,0.9338,0.0,0.7091,0.4635,0.516,1.0,0.5209
122,strong,4,4,Confident,0.7976,0.8202,0.1374,0.7383,0.7785,0.7983,0.7761,0.1816
122,strong,5,4,Confident,0.7823,0.8952,0.0028,0.8153,0.9161,0.7781,0.9696,0.017
123,fast_learner,0,1,Unclear,0.2404,0.4957,0.2715,0.2745,0.3898,0.524,0.5536,0.7583
123,fast_learner,1,1,Unclear,0.214,0.2759,0.3274,0.1609,0.408,0.4498,0.2627,0.7648
123,fast_learner,2,4,Confident,0.9571,0.8022,0.1659,0.7529,0.8258,0.8233,0.9467,0.2643
123,fast_learner,3,3,Understanding,0.8009,0.6912,0.199,0.7328,0.6072,0.6311,0.7352,0.4106
123,fast_learner,4,3,Understanding,0.6822,0.8023,0.1623,0.6846,0.6551,0.7802,0.8051,0.443
123,fast_learner,5,3,Understanding,0.7046,0.7125,0.2923,0.7942,0.7095,0.7779,0.5588,0.4275
123,fast_learner,6,3,Understanding,0.7851,0.7749,0.0091,0.7672,0.6893,0.6217,0.8237,0.6402
123,fast_learner,7,4,Confident,0.9509,0.9267,0.1896,0.8874,0.5907,1.0,0.9885,0.1838
124,hardworking_struggler,0,1,Unclear,0.283,0.4243,0.2934,0.1661,0.3963,0.4307,0.369,0.5254
124,hardworking_struggler,1,3,Understanding,0.7715,0.7606,0.0412,0.5098,0.7019,0.8229,0.7027,0.3834
124,hardworking_struggler,2,3,Understanding,0.8502,0.7205,0.0,0.6744,0.9453,0.5826,0.6539,0.4206
124,hardworking_struggler,3,2,Struggling but Trying,0.4694,0.614,0.3085,0.7033,0.7359,0.7545,0.313,0.5138
124,hardworking_struggler,4,1,Unclear,0.4554,0.3958,0.4187,0.2504,0.3207,0.628,0.6111,0.8934
124,hardworking_struggler,5,2,Struggling but Trying,0.4535,0.521,0.2246,0.3762,0.6148,0.8065,0.362,0.559
124,hardworking_struggler,6,0,Not Trying,0.0182,0.0327,0.063,0.0115,0.0,0.3205,0.0526,0.2418
124,hardworking_struggler,7,2,Struggling but Trying,0.4596,0.5404,0.2461,0.4398,0.7491,0.7426,0.6016,0.7079
124,hardworking_struggler,8,2,Struggling but Trying,0.6975,0.4805,0.3556,0.6276,0.8378,0.8376,0.4252,0.763
124,hardworking_struggler,9,2,Struggling but Trying,0.4826,0.7029,0.4211,0.5865,0.8527,0.687,0.3661,0.8732
125,hardworking_struggler,0,2,Struggling but Trying,0.4596,0.6823,0.3207,0.5795,0.7133,0.9225,0.5765,0.6154
125,hardworking_struggler,1,2,Struggling but Trying,0.5415,0.487,0.2507,0.6711,0.8824,0.7415,0.4276,0.5929
125,hardworking_struggler,2,3,Understanding,0.7124,0.7031,0.0233,0.5641,0.5722,0.8092,0.3942,0.3185
125,hardworking_struggler,3,3,Understanding,0.7419,0.5197,0.1232,0.8467,0.9008,0.5152,0.6888,0.3214
125,hardworking_struggler,4,3,Understanding,0.6887,0.8228,0.18,0.5642,0.7846,0.4583,0.5521,0.3429
125,hardworking_struggler,5,2,Struggling but Trying,0.4297,0.4859,0.2825,0.5527,0.8148,0.8194,0.363,0.8022
125,hardworking_struggler,6,3,Understanding,0.6444,0.6941,0.2362,0.5177,0.9166,0.5759,0.6051,0.3265
125,hardworking_struggler,7,4,Confident,0.8297,0.7999,0.0129,0.8115,0.7106,0.7827,0.3912,0.2574
125,hardworking_struggler,8,4,Confident,0.9839,0.9809,0.0312,0.8979,0.6178,0.8998,0.7756,0.096
126,fast_learner,0,2,Struggling but Trying,0.5996,0.4251,0.4048,0.4717,0.777,0.8282,0.486,0.7826
126,fast_learner,1,3,Understanding,0.788,0.8732,0.0616,0.4298,0.7599,0.7069,0.633,0.5223
126,fast_learner,2,3,Understanding,0.6731,0.69,0.267,0.6536,0.5517,0.5945,0.6681,0.3032
126,fast_learner,3,4,Confident,0.9436,0.9184,0.0132,0.8352,0.7726,0.8783,0.9286,0.0
126,fast_learner,4,4,Confident,0.9318,0.809,0.0536,0.8901,0.7597,0.996,0.9965,0.2346
126,fast_learner,5,2,Struggling but Trying,0.165,0.4673,0.1647,0.5765,0.7683,0.8905,0.5816,0.7466
126,fast_learner,6,2,Struggling but Trying,0.4732,0.369,0.2438,0.5053,0.8211,0.6769,0.3613,0.7291
126,fast_learner,7,3,Understanding,0.7811,0.7641,0.2367,0.6103,0.8443,0.5727,0.4695,0.2922
126,fast_learner,8,3,Understanding,0.8202,0.6398,0.0723,0.6241,0.7687,0.6879,0.5807,0.2751
127,inconsistent,0,1,Unclear,0.3736,0.2915,0.492,0.4684,0.3567,0.3052,0.6476,0.7503
127,inconsistent,1,1,Unclear,0.3456,0.4202,0.4811,0.2205,0.3882,0.3458,0.4366,0.697
127,inconsistent,2,1,Unclear,0.2354,0.3249,0.2632,0.3949,0.5288,0.4276,0.422,0.7562
127,inconsistent,3,2,Struggling but Trying,0.2973,0.3698,0.2219,0.2933,0.919,0.8478,0.3961,0.4653
127,inconsistent,4,1,Unclear,0.2498,0.547,0.2801,0.4037,0.2924,0.5072,0.5079,0.655
127,inconsistent,5,2,Struggling but Trying,0.5918,0.5046,0.4091,0.4678,0.9188,0.8356,0.4565,0.7671
128,inconsistent,0,2,Struggling but Trying,0.546,0.4797,0.1503,0.3485,0.5428,0.8803,0.2503,0.789
128,inconsistent,1,2,Struggling but Trying,0.4435,0.5438,0.3158,0.2248,0.7112,0.8553,0.6132,0.9692
128,inconsistent,2,4,Confident,0.845,0.6934,0.202,0.9215,0.7921,0.8216,1.0,0.4075
128,inconsistent,3,3,Understanding,0.7457,0.6651,0.1967,0.7479,0.6771,0.7043,0.7973,0.6663
128,inconsistent,4,3,Understanding,0.6737,0.7351,0.1687,0.5873,0.926,0.8049,0.7191,0.6787
129,inconsistent,0,0,Not Trying,0.0,0.2248,0.142,0.0168,0.0479,0.299,0.1523,0.5265
129,inconsistent,1,1,Unclear,0.0718,0.4185,0.1826,0.2859,0.2104,0.6861,0.1996,0.4855
129,inconsistent,2,1,Unclear,0.2086,0.1995,0.4026,0.061,0.2257,0.4252,0.4543,0.8684
129,inconsistent,3,3,Understanding,0.6847,0.4573,0.1591,0.8265,0.8481,0.8102,0.4954,0.3817
129,inconsistent,4,1,Unclear,0.1083,0.2352,0.4443,0.2483,0.2082,0.6986,0.4099,0.6504
130,inconsistent,0,1,Unclear,0.3897,0.4394,0.2979,0.2384,0.5236,0.6901,0.106,0.7715
130,inconsistent,1,0,Not Trying,0.0,0.1762,0.0,0.0,0.0,0.135,0.2907,0.368
130,inconsistent,2,0,Not Trying,0.0993,0.3295,0.084,0.0,0.271,0.1249,0.2768,0.5936
130,inconsistent,3,2,Struggling but Trying,0.5211,0.5583,0.4269,0.6568,0.906,0.7856,0.2879,1.0
130,inconsistent,4,2,Struggling but Trying,0.3073,0.5565,0.4625,0.5727,0.8699,0.5405,0.3351,0.5064
130,inconsistent,5,4,Confident,0.7253,0.7222,0.1014,0.9274,0.7309,0.8741,0.9199,0.222
130,inconsistent,6,1,Unclear,0.3065,0.4113,0.4394,0.3374,0.2098,0.5897,0.3498,0.6372
130,inconsistent,7,1,Unclear,0.181,0.4389,0.2082,0.1808,0.3105,0.7098,0.4871,0.4867
130,inconsistent,8,2,Struggling but Trying,0.5849,0.3826,0.0479,0.5413,0.8847,1.0,0.2868,0.9778
131,hardworking_struggler,0,1,Unclear,0.3798,0.4454,0.2149,0.4035,0.4111,0.2827,0.0813,0.8349
131,hardworking_struggler,1,1,Unclear,0.1215,0.3292,0.3864,0.2901,0.1638,0.7451,0.4805,0.6564
131,hardworking_struggler,2,1,Unclear,0.2859,0.237,0.3823,0.1403,0.3415,0.3481,0.2046,0.9139
131,hardworking_struggler,3,2,Struggling but Trying,0.4707,0.2989,0.2403,0.6053,0.7733,0.52,0.4269,0.7977
131,hardworking_struggler,4,2,Struggling but Trying,0.3845,0.2758,0.2003,0.4184,0.8384,0.4468,0.3417,0.9354
131,hardworking_struggler,5,2,Struggling but Trying,0.5396,0.3358,0.1398,0.7225,0.7621,0.8134,0.2546,0.7631
132,strong,0,4,Confident,0.9284,0.7865,0.0,0.5979,0.9366,0.6662,0.8018,0.3352
132,strong,1,4,Confident,0.86,0.8095,0.0572,0.7247,0.6811,0.8535,0.8741,0.5271
132,strong,2,4,Confident,0.9951,0.7429,0.1025,0.7132,0.7975,0.8895,0.8565,0.563
132,strong,3,4,Confident,0.9977,0.9264,0.2263,0.6276,0.9144,0.6711,0.7766,0.323
132,strong,4,4,Confident,0.7646,0.7987,0.0598,0.7776,0.8525,1.0,0.9045,0.1544
132,strong,5,4,Confident,0.8475,0.756,0.0968,0.8542,0.6944,1.0,0.7544,0.2345
132,strong,6,4,Confident,0.9692,0.9778,0.0928,0.9261,0.6702,0.9194,0.9676,0.4467
133,disengaged,0,0,Not Trying,0.0992,0.256,0.0424,0.0,0.0,0.1322,0.236,0.4112
133,disengaged,1,0,Not Trying,0.0229,0.1217,0.2874,0.0027,0.1013,0.125,0.2234,0.2784
133,disengaged,2,0,Not Trying,0.0,0.1684,0.2076,0.0,0.0,0.0223,0.2656,0.6399
133,disengaged,3,0,Not Trying,0.0452,0.2955,0.1458,0.0,0.0791,0.0924,0.3547,0.567
133,disengaged,4,1,Unclear,0.2675,0.3382,0.4045,0.3998,0.4073,0.4606,0.4713,0.5865
134,inconsistent,0,0,Not Trying,0.043,0.0678,0.1398,0.0,0.0,0.2611,0.1661,0.5532
134,inconsistent,1,0,Not Trying,0.0467,0.2095,0.1953,0.0611,0.0,0.1405,0.3828,0.3672
134,inconsistent,2,0,Not Trying,0.0114,0.1397,0.0,0.0,0.1225,0.3253,0.067,0.548
134,inconsistent,3,1,Unclear,0.3096,0.3083,0.2557,0.3097,0.3797,0.5125,0.3266,0.5593
134,inconsistent,4,3,Understanding,0.7471,0.7201,0.1311,0.8515,0.6251,0.9166,0.5546,0.5942
